batch_idx,round_i,sample_idx,kind,alpha,r,tol_accept,accept,mse,sse_p,sse_q,logp,logq,log_ratio,ratio,sigma_eff,sigma_mode,bias,mean_xi_minus_q,var_xi_minus_q,mean_xi_minus_p,var_xi_minus_p
0,0,0,proposal,1.2560206881244242e-20,0.6261138319969177,False,False,0.3960600793361664,266.1523742675781,233.15927124023438,-369.65606689453125,-323.8323059082031,-45.823760986328125,1.2560110753809775e-20,0.6000000238418579,fixed,1.0,0.011191352270543575,0.34683796763420105,-0.06079230457544327,0.39236435294151306
0,0,1,proposal,3.4726792654365054e-30,0.913435697555542,False,False,0.4155556857585907,279.25341796875,230.41392517089844,-387.8519592285156,-320.0193176269531,-67.8326416015625,3.472626227131396e-30,0.6000000238418579,fixed,1.0,-0.00069668039213866,0.3428773581981659,-0.09711232036352158,0.40612491965293884
0,0,2,proposal,5.166168367485363e-31,0.15736445784568787,False,False,0.43355369567871094,291.34808349609375,241.13671875,-404.65008544921875,-334.912109375,-69.73797607421875,5.166325883728373e-31,0.6000000238418579,fixed,1.0,0.0125733008608222,0.35867631435394287,-0.12096548080444336,0.4189210534095764
0,0,0,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,-0.05645233392715454,0.32935717701911926
0,0,1,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,-0.015971878543496132,0.36243465542793274
0,0,2,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,0.010461798869073391,0.359306275844574
1,0,0,proposal,4.70933296699283e-13,0.5350106358528137,False,False,0.4441567361354828,298.47332763671875,278.03680419921875,-414.5462646484375,-386.1622009277344,-28.384063720703125,4.709315077656984e-13,0.6000000238418579,fixed,1.0,0.025901762768626213,0.4130743443965912,0.030507368966937065,0.44322600960731506
1,0,1,proposal,1.5529610191053975e-21,0.17129512131214142,False,False,0.3819911777973175,256.69805908203125,222.19989013671875,-356.5250549316406,-308.6109313964844,-47.91412353515625,1.5529610191053975e-21,0.6000000238418579,fixed,1.0,-0.014197289943695068,0.3304530382156372,-0.015805162489414215,0.38174137473106384
1,0,2,proposal,1.1506091626394506e-18,0.835750162601471,False,False,0.36692705750465393,246.574951171875,216.83445739746094,-342.4652099609375,-301.1589660644531,-41.306243896484375,1.1506048199412347e-18,0.6000000238418579,fixed,1.0,0.0381622277200222,0.321213960647583,0.04206373542547226,0.3651576638221741
1,0,0,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,0.004699013661593199,0.3464365005493164
1,0,1,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,0.02997984178364277,0.35883083939552307
1,0,2,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,0.002664108294993639,0.3683614134788513
2,0,0,proposal,5.577746516613816e-14,0.8015530705451965,False,False,0.438172310590744,294.4517822265625,272.479248046875,-408.9607849121094,-378.4433898925781,-30.51739501953125,5.577810213491449e-14,0.6000000238418579,fixed,1.0,-0.008253066800534725,0.40540701150894165,0.03408745303750038,0.43701034784317017
2,0,1,proposal,8.467780000315074e-23,0.8706115484237671,False,False,0.3930637836456299,264.13885498046875,227.54615783691406,-366.8594970703125,-316.03631591796875,-50.82318115234375,8.46784437136494e-23,0.6000000238418579,fixed,1.0,-0.028268491849303246,0.3378112316131592,-0.01089332066476345,0.3929451107978821
2,0,2,proposal,4.0666179024976427e-25,0.6940810680389404,False,False,0.4338670074939728,291.5586242675781,251.1221160888672,-404.9425048828125,-348.78070068359375,-56.16180419921875,4.0666642480758244e-25,0.6000000238418579,fixed,1.0,0.02338014729321003,0.3731469511985779,0.038393061608076096,0.43239298462867737
2,0,0,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,-0.012700378894805908,0.3629714846611023
2,0,1,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,-0.008175494149327278,0.37389588356018066
2,0,2,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6000000238418579,fixed,1.0,nan,nan,0.015367058105766773,0.3784109354019165
0,0,0,proposal,0.0,0.6261138319969177,False,False,0.3960600793361664,266.1523742675781,233.15927124023438,-1640.9365234375,-1437.520751953125,-203.415771484375,0.0,0.28477659821510315,adaptive,1.0,0.011191352270543575,0.34683796763420105,-0.06079230457544327,0.39236435294151306
0,0,1,proposal,0.0,0.913435697555542,False,False,0.4155556857585907,279.25341796875,230.41392517089844,-1793.3411865234375,-1479.6982421875,-313.6429443359375,0.0,0.2790312170982361,adaptive,1.0,-0.00069668039213866,0.3428773581981659,-0.09711232036352158,0.40612491965293884
0,0,2,proposal,0.0,0.15736445784568787,False,False,0.43355369567871094,291.34808349609375,241.13671875,-1339.0147705078125,-1108.2469482421875,-230.767822265625,0.0,0.32983627915382385,adaptive,1.0,0.0125733008608222,0.35867631435394287,-0.12096548080444336,0.4189210534095764
0,0,0,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.28477659821510315,adaptive,1.0,nan,nan,-0.05645233392715454,0.32935717701911926
0,0,1,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.2790312170982361,adaptive,1.0,nan,nan,-0.015971878543496132,0.36243465542793274
0,0,2,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.32983627915382385,adaptive,1.0,nan,nan,0.010461798869073391,0.359306275844574
1,0,0,proposal,0.0,0.5350106358528137,False,False,0.4441567361354828,298.47332763671875,278.03680419921875,-2684.075927734375,-2500.296630859375,-183.779296875,0.0,0.23579813539981842,adaptive,1.0,0.025901762768626213,0.4130743443965912,0.030507368966937065,0.44322600960731506
1,0,1,proposal,0.0,0.17129512131214142,False,False,0.3819911777973175,256.69805908203125,222.19989013671875,-2076.29345703125,-1797.256103515625,-279.037353515625,0.0,0.24862909317016602,adaptive,1.0,-0.014197289943695068,0.3304530382156372,-0.015805162489414215,0.38174137473106384
